OBJECTID,Route,RteSuffix,RouteS,PMRouteID,County,District,PMPrefix,bPM,ePM,PMSuffix,bPMc,ePMc,bOdometer,eOdometer,AlignCode,RouteType,Direction,Shape_Length
3400,101,,101,DN.101.R.R,DN,1,R,27.48,31.024,,R27.48,R31.024,787.646,791.19,Right,US,NB,7687.72245654105
3401,101,,101,DN.101...R,DN,1,,26.813,27.48,,26.813,27.48,786.979,787.646,Right,US,NB,1383.54992542741
3402,101,,101,DN.101..RR,DN,1,,26.183,26.771,R,26.183R,26.771R,786.391,786.979,Right Independent,US,NB,1329.87500365729
3403,101,,101,DN.101...R,DN,1,,15.462,26.183,,15.462,26.183,775.67,786.391,Right,US,NB,23312.253134866
3404,120,,120,SJ.120...R,SJ,10,,6.197,16.724,,6.197,16.724,6.652,17.179,Right,State,EB,21450.9989746052
3405,101,,101,DN.101.T.R,DN,1,T,5.77,6.05,,T5.77,T6.05,767.126,767.406,Right,US,NB,606.627018846699
3406,101,,101,DN.101.M.R,DN,1,M,0,0.38,,M0.0,M0.38,761.323,761.703,Right,US,NB,836.282191371624
3407,101,,101,HUM101.R.R,HUM,1,R,125.757,137.144,,R125.757,R137.144,749.936,761.323,Right,US,NB,24467.2715172908
3408,152,,152,SCR152.T.R,SCR,5,T,1.195,2.929,,T1.195,T2.929,0.366,2.1,Right,State,EB,3395.61922350916
3409,101,,101,HUM101...R,HUM,1,,114.452,125.757,,114.452,125.757,738.631,749.936,Right,US,NB,24210.9151132169
3410,101,,101,HUM101.T.R,HUM,1,T,113.994,114.273,,T113.994,T114.273,738.352,738.631,Right,US,NB,596.732524339901
3411,101,,101,HUM101.R.R,HUM,1,R,112.669,113.994,,R112.669,R113.994,737.027,738.352,Right,US,NB,2827.36483496813
3412,108,,108,TUO108...R,TUO,10,,51,66.972,,51.0,66.972,67.791,83.763,Right,State,EB,33129.3561411842
3413,101,,101,HUM101...R,HUM,1,,106.63,112.669,,106.63,112.669,730.988,737.027,Right,US,NB,12911.0516822172
3414,166,,166,SLO166.R.L,SLO,5,R,30.115,30.165,,R30.115,R30.165,30.115,30.165,Left,State,WB,145.593339886841
3415,116,,116,SON116...R,SON,4,,12.561,22.113,,12.561,22.113,12.496,22.048,Right,State,EB,19083.4174110369
3416,101,,101,HUM101.R.R,HUM,1,R,100.737,106.285,,R100.737,R106.285,725.44,730.988,Right,US,NB,11857.3262872008
3417,101,,101,HUM101.R.R,HUM,1,R,89.772,97.747,,R89.772,R97.747,714.207,722.182,Right,US,NB,16989.3829602596
3418,101,,101,HUM101...R,HUM,1,,79.574,89.772,,79.574,89.772,704.009,714.207,Right,US,NB,21781.2002818563
3419,101,,101,HUM101..RR,HUM,1,,78.026,79.574,R,78.026R,79.574R,702.461,704.009,Right Independent,US,NB,3263.42426948497
3420,101,,101,HUM101...R,HUM,1,,54.613,77.967,,54.613,77.967,679.107,702.461,Right,US,NB,49582.7472030648
3421,101,,101,HUM101.M.R,HUM,1,M,53.705,54.613,,M53.705,M54.613,678.199,679.107,Right,US,NB,1928.35341617341
3422,101,,101,HUM101.R.R,HUM,1,R,51.487,53.705,,R51.487,R53.705,675.981,678.199,Right,US,NB,4721.77262762168
3423,101,,101,HUM101...R,HUM,1,,51.155,51.695,,51.155,51.695,675.441,675.981,Right,US,NB,1143.96146531789
3424,101,,101,HUM101.R.R,HUM,1,R,48.685,51.155,,R48.685,R51.155,672.971,675.441,Right,US,NB,5225.86414544956
3425,101,,101,HUM101.R.R,HUM,1,R,46.181,48.282,,R46.181,R48.282,670.87,672.971,Right,US,NB,4429.46261872572
3426,103,,103,LA.103...R,LA,7,,0,1.752,,0.0,1.752,0,1.752,Right,State,NB,3329.07050680687
3427,101,,101,HUM101...R,HUM,1,,22.545,39.181,,22.545,39.181,647.242,663.878,Right,US,NB,35118.4105890363
3428,101,,101,HUM101.R.R,HUM,1,R,16.92,22.545,,R16.92,R22.545,641.617,647.242,Right,US,NB,11874.525904763
3429,101,,101,HUM101.R.R,HUM,1,R,5.108,16.842,,R5.108,R16.842,629.883,641.617,Right,US,NB,24736.2428526676
3430,101,,101,HUM101...R,HUM,1,,0.306,2.72,,0.306,2.72,627.269,629.683,Right,US,NB,5040.91158957679
3431,101,,101,MEN101.R.R,MEN,1,R,100.635,106.721,,R100.635,R106.721,620.838,626.924,Right,US,NB,12798.8984720647
3432,163,,163,SD.163..RR,SD,11,,0.531,0.608,R,0.531R,0.608R,0,0.077,Right Independent,State,NB,251.937171936263
3433,101,,101,MEN101.R.R,MEN,1,R,99.268,100.14,,R99.268,R100.14,619.704,620.576,Right,US,NB,1752.87721414335
3434,101,,101,MEN101...R,MEN,1,,98.253,99.268,,98.253,99.268,618.689,619.704,Right,US,NB,2021.9544249684
3435,101,,101,MEN101.M.R,MEN,1,M,97.6,97.933,,M97.6,M97.933,618.356,618.689,Right,US,NB,700.490087450231
3436,133,,133,ORA133...R,ORA,12,,9.525,13.644,,9.525,13.644,9.539,13.658,Right,State,NB,7904.08712518541
3437,101,,101,MEN101...R,MEN,1,,92.452,97.6,,92.452,97.6,613.208,618.356,Right,US,NB,10782.7085454927
3438,101,,101,MEN101.T.R,MEN,1,T,90.944,91.355,,T90.944,T91.355,612.797,613.208,Right,US,NB,855.040193520841
3439,101,,101,MEN101.R.R,MEN,1,R,83.881,90.944,,R83.881,R90.944,605.734,612.797,Right,US,NB,14778.3884355099
3440,168,,168,INY168...R,INY,9,,20.399,54.699,,20.399,54.699,88.835,123.135,Right,State,EB,68941.6562558968
3441,101,,101,MEN101...R,MEN,1,,67.717,83.881,,67.717,83.881,589.57,605.734,Right,US,NB,33959.5227402327
3442,113,,113,YOL113.M.R,YOL,3,M,21.148,21.348,,M21.148,M21.348,43.254,43.454,Right,State,NB,412.599650690458
3443,101,,101,MEN101.R.R,MEN,1,R,67.086,67.707,,R67.086,R67.707,588.949,589.57,Right,US,NB,1311.13745095336
3444,101,,101,MEN101.T.R,MEN,1,T,65.859,66.03,,T65.859,T66.03,587.722,587.893,Right,US,NB,356.754830200747
3445,101,,101,MEN101...R,MEN,1,,48.933,65.857,,48.933,65.857,570.798,587.722,Right,US,NB,35335.8056294785
3446,101,,101,MEN101...R,MEN,1,,39.205,42.463,,39.205,42.463,561.009,564.267,Right,US,NB,6724.54249080125
3447,142,,142,SBD142.R.R,SBD,8,R,4.975,5.157,,R4.975,R5.157,10.663,10.845,Right,State,EB,360.620385709644
3448,101,,101,MEN101.R.R,MEN,1,R,38.216,39.142,,R38.216,R39.142,560.083,561.009,Right,US,NB,1724.95280785136
3449,101,,101,MEN101...R,MEN,1,,26.24,31.066,,26.24,31.066,548.107,552.933,Right,US,NB,10050.1626786497
3450,101,,101,MEN101.R.R,MEN,1,R,21.037,26.42,,R21.037,R26.42,542.724,548.107,Right,US,NB,11205.6842249907
3451,101,,101,MEN101...R,MEN,1,,9.706,21.037,,9.706,21.037,531.393,542.724,Right,US,NB,23526.609418003
3452,101,,101,MEN101.R.R,MEN,1,R,9.456,9.706,,R9.456,R9.706,531.143,531.393,Right,US,NB,511.336258127633
3453,101,,101,MEN101...R,MEN,1,,6.312,9.456,,6.312,9.456,527.999,531.143,Right,US,NB,6496.21267251528
3454,101,,101,MEN101.R.R,MEN,1,R,5.669,6.29,,R5.669,R6.29,527.378,527.999,Right,US,NB,1301.26191712092
3455,101,,101,MEN101...R,MEN,1,,0.844,5.669,,0.844,5.669,522.553,527.378,Right,US,NB,9968.14264561861
3456,101,,101,MEN101.R.R,MEN,1,R,0.103,0.844,,R0.103,R0.844,521.812,522.553,Right,US,NB,1430.3081845643
3457,101,,101,SON101.R.R,SON,4,R,54.201,56.219,,R54.201,R56.219,519.794,521.812,Right,US,NB,4300.12251036948
3458,101,,101,SON101.R.R,SON,4,R,38.178,53.545,,R38.178,R53.545,504.427,519.794,Right,US,NB,31788.9242224796
3459,137,,137,TUL137...R,TUL,6,,0,15.38,,0.0,15.38,2.061,17.441,Right,State,EB,30636.2162294958
3460,101,,101,SON101.R.R,SON,4,R,0,1.739,,R0.0,R1.739,466.1,467.839,Right,US,NB,3496.40307030103
3461,101,,101,MRN101...R,MRN,4,,23.47,27.015,,23.47,27.015,462.002,465.547,Right,US,NB,7191.9426058374
3462,101,,101,MRN101.R.R,MRN,4,R,20.178,23.272,,R20.178,R23.272,458.908,462.002,Right,US,NB,6428.67458672789
3463,101,,101,MRN101...R,MRN,4,,0,20.178,,0.0,20.178,438.73,458.908,Right,US,NB,41278.8410835953
3464,101,,101,SF.101...R,SF,4,,5.352,8.103,,5.352,8.103,434.521,437.272,Right,US,NB,5612.3805698707
3465,101,,101,SF.101...R,SF,4,,5.26,5.322,,5.26,5.322,434.459,434.521,Right,US,NB,132.7405638737
3466,101,,101,SF.101.T.R,SF,4,T,4.691,5.26,,T4.691,T5.26,433.89,434.459,Right,US,NB,1178.39886676851
3467,101,,101,SF.101.TRR,SF,4,T,4.511,4.691,R,T4.511R,T4.691R,433.71,433.89,Right Independent,US,NB,365.352461545823
3468,150,,150,SB.150.R.L,SB,5,R,1.547,1.728,,R1.547,R1.728,1.495,1.676,Left,State,WB,349.809887486188
3469,101,,101,SF.101.M.R,SF,4,M,5.139,5.451,,M5.139,M5.451,433.398,433.71,Right,US,NB,682.296289326866
3470,184,,184,KER184.L.L,KER,6,L,0,2,,L0.0,L2.0,0,2,Left,State,SB,3969.00609485645
3471,101,,101,SF.101...R,SF,4,,0,4.241,,0.0,4.241,428.259,432.5,Right,US,NB,8685.31162511992
3472,101,,101,SM.101...R,SM,4,,0,20.075,,0.0,20.075,402.152,422.227,Right,US,NB,40767.3548266665
3473,101,,101,SCL101...R,SCL,4,,36.365,52.55,,36.365,52.55,385.967,402.152,Right,US,NB,32793.3657284272
3474,174,,174,NEV174.R.L,NEV,3,R,8.11,8.337,,R8.11,R8.337,11,11.227,Left,State,SB,463.300782856339
3475,101,,101,SCL101.R.R,SCL,4,R,35.345,36.369,,R35.345,R36.369,384.943,385.967,Right,US,NB,2076.75696348319
3476,101,,101,SCL101...R,SCL,4,,28.76,35.345,,28.76,35.345,378.358,384.943,Right,US,NB,13355.8365368068
3477,166,,166,SLO166...R,SLO,5,,70.498,74.718,,70.498,74.718,66.962,71.182,Right,State,EB,8204.6524492834
3478,101,,101,SCL101.R.R,SCL,4,R,4.553,29.122,,R4.553,R29.122,353.789,378.358,Right,US,NB,49663.9004896272
3479,101,,101,SCL101...R,SCL,4,,1.529,4.227,,1.529,4.227,350.752,353.45,Right,US,NB,5489.00148698211
3480,101,,101,SCL101.R.R,SCL,4,R,0.481,1.523,,R0.481,R1.523,349.71,350.752,Right,US,NB,2059.71064472507
3481,105,,105,LA.105.R.L,LA,7,R,0,18.145,,R0.0,R18.145,0,18.145,Left,Interstate,WB,35188.4881707119
3482,101,,101,SCL101...R,SCL,4,,0.028,0.481,,0.028,0.481,349.257,349.71,Right,US,NB,937.084241550471
3483,101,,101,SBT101...R,SBT,5,,7.521,7.55,,7.521,7.55,349.228,349.257,Right,US,NB,50.4448906354632
3484,101,,101,SBT101.R.R,SBT,5,R,6.45,7.506,,R6.45,R7.506,348.172,349.228,Right,US,NB,2117.86862875079
3485,101,,101,SBT101..RR,SBT,5,,0.312,3.173,R,0.312R,3.173R,342.158,345.019,Right Independent,US,NB,5706.88421125437
3486,101,,101,SBT101...R,SBT,5,,0,0.312,,0.0,0.312,341.846,342.158,Right,US,NB,672.640525559532
3487,197,,197,DN.197...R,DN,1,,3.665,7.08,,3.665,7.08,3.31,6.725,Right,State,NB,7381.51283133067
3488,101,,101,MON101...R,MON,5,,91.68,101.316,,91.68,101.316,332.21,341.846,Right,US,NB,19390.7193623813
3489,132,,132,TUO132...L,TUO,10,,3.774,4.405,,3.774,4.405,63.329,63.96,Left,State,WB,1247.32762811206
3490,101,,101,MON101...R,MON,5,,43.185,88.179,,43.185,88.179,283.37,328.364,Right,US,NB,90174.6609234246
3491,120,,120,STA120.R.R,STA,10,R,14.413,15.909,,R14.413,R15.909,35.791,37.287,Right,State,EB,3046.39192154825
3492,120,,120,TUO120.R.L,TUO,10,R,16.95,24.466,,R16.95,R24.466,56.447,63.963,Left,State,WB,15331.5817740164
3493,101,,101,MON101.RRR,MON,5,R,41.048,42.394,R,R41.048R,R42.394R,282.024,283.37,Right Independent,US,NB,2690.7795224955
3494,101,,101,MON101.R.R,MON,5,R,21.143,41.048,,R21.143,R41.048,262.119,282.024,Right,US,NB,39721.5630285985
3495,101,,101,MON101.R.R,MON,5,R,8.906,19.899,,R8.906,R19.899,251.126,262.119,Right,US,NB,21850.9863673412
3496,170,,170,LA.170.R.L,LA,7,R,14.5,20.551,,R14.5,R20.551,0,6.051,Left,State,SB,12073.7699412507
3497,101,,101,MON101.R.R,MON,5,R,0,8.354,,R0.0,R8.354,242.772,251.126,Right,US,NB,16643.8246518742
3498,101,,101,SLO101.R.R,SLO,5,R,67.456,69.322,,R67.456,R69.322,240.906,242.772,Right,US,NB,3671.98296532776
3499,101,,101,SLO101...R,SLO,5,,49.477,67.456,,49.477,67.456,222.927,240.906,Right,US,NB,35692.3554317519
3500,101,,101,SLO101...R,SLO,5,,49.067,49.471,,49.067,49.471,222.523,222.927,Right,US,NB,820.42872855246
3501,120,,120,MNO120...R,MNO,9,,35.03,58.99,,35.03,58.99,128.763,152.723,Right,State,EB,48705.3527626388
3502,101,,101,SLO101.R.R,SLO,5,R,32.976,34.567,,R32.976,R34.567,206.485,208.076,Right,US,NB,3157.55648613114
3503,101,,101,SLO101...R,SLO,5,,25.825,32.976,,25.825,32.976,199.334,206.485,Right,US,NB,14131.9429783707
3504,101,,101,SLO101.R.R,SLO,5,R,19.548,25.817,,R19.548,R25.817,193.065,199.334,Right,US,NB,12359.1376203634
3505,101,,101,SLO101...R,SLO,5,,8.198,19.538,,8.198,19.538,181.725,193.065,Right,US,NB,22306.0246011323
3506,145,,145,MAD145...L,MAD,6,,13.186,25.459,,13.186,25.459,54.329,66.602,Left,State,SB,24599.777952895
3507,101,,101,SLO101...R,SLO,5,,0,8.108,,0.0,8.108,173.617,181.725,Right,US,NB,15978.6964822781
3508,101,,101,SB.101...R,SB,5,,72.854,90.988,,72.854,90.988,155.483,173.617,Right,US,NB,35632.7840505236
3509,101,,101,SB.101.L.R,SB,5,L,71.973,72.854,,L71.973,L72.854,154.602,155.483,Right,US,NB,1724.24732608212
3510,101,,101,SB.101...R,SB,5,,57.946,71.98,,57.946,71.98,140.568,154.602,Right,US,NB,27525.4355469466
3511,101,,101,SB.101.R.R,SB,5,R,56.089,57.856,,R56.089,R57.856,138.801,140.568,Right,US,NB,3481.79779045925
3512,121,,121,SON121...R,SON,4,,11.143,11.618,,11.143,11.618,11.129,11.604,Right,State,NB,981.969681091529
3513,101,,101,SB.101.R.R,SB,5,R,48.456,52.528,,R48.456,R52.528,131.141,135.213,Right,US,NB,7954.66592903096
3514,101,,101,SB.101...R,SB,5,,46.293,48.456,,46.293,48.456,128.978,131.141,Right,US,NB,4210.1852839568
3515,150,,150,VEN150.R.R,VEN,7,R,22.885,23.562,,R22.885,R23.562,24.893,25.57,Right,State,EB,1308.38465910844
3516,150,,150,VEN150...L,VEN,7,,0,13.12,,0.0,13.12,2.129,15.249,Left,State,WB,25645.6880248316
3517,101,,101,SB.101.R.R,SB,5,R,45.856,46.258,,R45.856,R46.258,128.576,128.978,Right,US,NB,799.530879708666
3518,101,,101,SB.101...R,SB,5,,45.189,45.856,,45.189,45.856,127.909,128.576,Right,US,NB,1322.71546331863
3519,101,,101,SB.101...R,SB,5,,37.63,45.07,,37.63,45.07,120.469,127.909,Right,US,NB,14532.7862670604
3520,128,,128,MEN128.R.L,MEN,1,R,25.087,28.265,,R25.087,R28.265,25.087,28.265,Left,State,WB,6414.59201105938
3521,101,,101,SB.101.R.R,SB,5,R,35.983,37.578,,R35.983,R37.578,118.874,120.469,Right,US,NB,3115.00294301967
3522,101,,101,SB.101...R,SB,5,,16.098,35.983,,16.098,35.983,98.989,118.874,Right,US,NB,38782.6452898967
3523,101,,101,SB.101.R.R,SB,5,R,13.965,16.074,,R13.965,R16.074,96.88,98.989,Right,US,NB,4083.72923439436
3524,178,,178,KER178.R.R,KER,9,R,88.453,88.602,,R88.453,R88.602,85.717,85.866,Right,State,EB,327.717483246987
3525,101,,101,HUM101.T.R,HUM,1,T,0,0.265,,T0.0,T0.265,627.004,627.269,Right,US,NB,561.151992430513
3526,101,,101,SB.101.R.R,SB,5,R,4.723,8.487,,R4.723,R8.487,87.646,91.41,Right,US,NB,7346.5470772369
3527,101,,101,SB.101...R,SB,5,,1.12,4.723,,1.12,4.723,84.043,87.646,Right,US,NB,7019.65152448749
3528,101,,101,SB.101.R.R,SB,5,R,0,0.98,,R0.0,R0.98,83.063,84.043,Right,US,NB,1910.47721034101
3529,178,,178,SBD178.R.R,SBD,8,R,10.06,12.725,,R10.06,R12.725,111.941,114.606,Right,State,EB,5277.9421386409
3530,101,,101,VEN101.R.R,VEN,7,R,43.236,43.622,,R43.236,R43.622,82.677,83.063,Right,US,NB,730.67381007747
3531,101,,101,VEN101...R,VEN,7,,40.721,43.236,,40.721,43.236,80.162,82.677,Right,US,NB,4942.79899233691
3532,101,,101,VEN101.T.R,VEN,7,T,40.396,40.614,,T40.396,T40.614,79.944,80.162,Right,US,NB,416.921714870472
3533,101,,101,VEN101.R.R,VEN,7,R,32.274,40.396,,R32.274,R40.396,71.822,79.944,Right,US,NB,15829.7757828711
3534,101,,101,VEN101.R.R,VEN,7,R,22.955,25.827,,R22.955,R25.827,62.504,65.376,Right,US,NB,5608.83996116864
3535,101,,101,VEN101.T.R,VEN,7,T,22.88,22.955,,T22.88,T22.955,62.429,62.504,Right,US,NB,147.240767287637
3536,101,,101,VEN101...R,VEN,7,,0,22.88,,0.0,22.88,39.549,62.429,Right,US,NB,44448.6762389716
3537,101,,101,LA.101...R,LA,7,,17.641,38.19,,17.641,38.19,19,39.549,Right,US,NB,39901.6406912357
3538,101,,101,LA.101..RR,LA,7,,16.844,17.624,R,16.844R,17.624R,18.22,19,Right Independent,US,NB,1513.86292779389
3539,108,,108,TUO108.T.R,TUO,10,T,12.178,12.367,,T12.178,T12.367,30.854,31.043,Right,State,EB,346.449243851254
3540,101,,101,LA.101...R,LA,7,,11.957,16.844,,11.957,16.844,13.333,18.22,Right,US,NB,9512.30157764183
3541,101,,101,LA.101.LRR,LA,7,L,11.957,11.985,R,L11.957R,L11.985R,13.305,13.333,Right Independent,US,NB,46.9983376225841
3542,101,,101,LA.101..RR,LA,7,,11.47,11.957,R,11.47R,11.957R,12.818,13.305,Right Independent,US,NB,947.733413874085
3543,101,,101,LA.101...R,LA,7,,0.058,11.47,,0.058,11.47,1.406,12.818,Right,US,NB,21919.1619812476
3544,101,,101,LA.101.L.R,LA,7,L,0.057,0.077,,L0.057,L0.077,1.386,1.406,Right,US,NB,48.1251787891011
3545,101,,101,LA.101...R,LA,7,,0,0.057,,0.0,0.057,1.329,1.386,Right,US,NB,137.352215498799
3546,101,,101,LA.101.S.R,LA,7,S,0,1.329,,S0.0,S1.329,0,1.329,Right,US,NB,2813.52374849199
3547,101,,101,DN.101.R.L,DN,1,R,27.48,31.024,,R27.48,R31.024,787.554,791.098,Left,US,SB,7650.38469889304
3548,101,,101,DN.101...L,DN,1,,26.813,27.48,,26.813,27.48,786.887,787.554,Left,US,SB,1389.87911875101
3549,101,,101,DN.101.LLL,DN,1,L,26.813,26.855,L,L26.813L,L26.855L,786.845,786.887,Left Independent,US,SB,108.096310999691
3550,101,,101,DN.101..LL,DN,1,,26.183,26.813,L,26.183L,26.813L,786.215,786.845,Left Independent,US,SB,1407.61203095929
3551,203,,203,MNO203.R.L,MNO,9,R,0,4.782,,R0.0,R4.782,0.68,5.462,Left,State,WB,9639.88324352109
3552,138,,138,LA.138...L,LA,7,,57.555,58.458,,57.555,58.458,51.154,52.057,Left,State,WB,1763.39456306378
3553,101,,101,DN.101...L,DN,1,,15.462,26.183,,15.462,26.183,775.494,786.215,Left,US,SB,23312.3870459448
3554,178,,178,KER178...R,KER,6,,56.7,57.076,,56.7,57.076,54.311,54.687,Right,State,EB,269.914142492285
3555,101,,101,DN.101...L,DN,1,,7.15,15.414,,7.15,15.414,767.23,775.494,Left,US,SB,17571.9076513001
3556,101,,101,DN.101.T.L,DN,1,T,5.77,6.05,,T5.77,T6.05,766.95,767.23,Left,US,SB,608.497777692218
3557,101,,101,DN.101.R.L,DN,1,R,0.347,5.77,,R0.347,R5.77,761.527,766.95,Left,US,SB,11726.714602429
3558,101,,101,DN.101.M.L,DN,1,M,0,0.38,,M0.0,M0.38,761.147,761.527,Left,US,SB,826.68365327965
3559,101,,101,HUM101.R.L,HUM,1,R,125.757,137.144,,R125.757,R137.144,749.76,761.147,Left,US,SB,24467.7617529908
3560,101,,101,HUM101...L,HUM,1,,114.452,125.757,,114.452,125.757,738.455,749.76,Left,US,SB,24199.6415190741
3561,101,,101,HUM101.R.L,HUM,1,R,112.669,113.994,,R112.669,R113.994,736.851,738.176,Left,US,SB,2836.59996318991
3562,133,,133,ORA133.R.L,ORA,12,R,4.311,5.081,,R4.311,R5.081,4.311,5.081,Left,State,SB,1479.55810819699
3563,120,,120,STA120.TLL,STA,10,T,18.017,18.16,L,T18.017L,T18.16L,39.354,39.497,Left Independent,State,WB,289.310995856606
3564,101,,101,HUM101...L,HUM,1,,106.63,112.669,,106.63,112.669,730.812,736.851,Left,US,SB,12907.829709492
3565,101,,101,HUM101.R.L,HUM,1,R,100.737,106.285,,R100.737,R106.285,725.264,730.812,Left,US,SB,11892.2318265056
3566,101,,101,HUM101...L,HUM,1,,97.479,100.737,,97.479,100.737,722.006,725.264,Left,US,SB,6962.59778724331
3567,101,,101,HUM101...L,HUM,1,,79.574,89.772,,79.574,89.772,703.833,714.031,Left,US,SB,21680.7836565075
3568,101,,101,HUM101...L,HUM,1,,54.613,77.967,,54.613,77.967,678.872,702.226,Left,US,SB,49619.7600418281
3569,101,,101,HUM101.M.L,HUM,1,M,53.705,54.613,,M53.705,M54.613,677.964,678.872,Left,US,SB,1936.61257336591
3570,101,,101,SBT101.R.R,SBT,5,R,3.297,4.925,,R3.297,R4.925,345.019,346.647,Right,US,NB,3280.88582864568
3571,101,,101,HUM101.R.L,HUM,1,R,51.487,53.705,,R51.487,R53.705,675.746,677.964,Left,US,SB,4685.78171790108
3572,101,,101,HUM101...L,HUM,1,,51.155,51.695,,51.155,51.695,675.206,675.746,Left,US,SB,1147.31048696433
3573,101,,101,HUM101.R.L,HUM,1,R,48.685,51.155,,R48.685,R51.155,672.736,675.206,Left,US,SB,5232.53068724885
3574,131,,131,MRN131.R.L,MRN,4,R,0.886,1.566,,R0.886,R1.566,0.886,1.566,Left,State,WB,1324.7677275953
3575,101,,101,HUM101.R.L,HUM,1,R,46.181,48.282,,R46.181,R48.282,670.635,672.736,Left,US,SB,4443.18576060716
3576,101,,101,HUM101.R.L,HUM,1,R,39.181,46.173,,R39.181,R46.173,663.643,670.635,Left,US,SB,14778.6259189895
3577,101,,101,DN.101...R,DN,1,,7.15,15.414,,7.15,15.414,767.406,775.67,Right,US,NB,17577.6356627423
3578,101,,101,HUM101...L,HUM,1,,22.545,39.181,,22.545,39.181,647.007,663.643,Left,US,SB,35119.0936004917
3579,101,,101,HUM101.R.L,HUM,1,R,16.92,22.545,,R16.92,R22.545,641.382,647.007,Left,US,SB,11846.780951275
3580,101,,101,HUM101.R.L,HUM,1,R,5.108,16.842,,R5.108,R16.842,629.648,641.382,Left,US,SB,24727.7804283902
3581,149,,149,BUT149.R.L,BUT,3,R,0.304,4.219,,R0.304,R4.219,0.545,4.46,Left,State,SB,8037.72899956751
3582,101,,101,HUM101.R.L,HUM,1,R,2.72,2.92,,R2.72,R2.92,629.448,629.648,Left,US,SB,414.258359542059
3583,101,,101,HUM101...L,HUM,1,,0.306,2.72,,0.306,2.72,627.034,629.448,Left,US,SB,5040.91103114889
3584,101,,101,HUM101.T.L,HUM,1,T,0,0.265,,T0.0,T0.265,626.769,627.034,Left,US,SB,561.182857459284
3585,101,,101,SCL101.T.R,SCL,4,T,4.214,4.553,,T4.214,T4.553,353.45,353.789,Right,US,NB,681.967961671087
3586,101,,101,MEN101.T.L,MEN,1,T,106.721,106.801,,T106.721,T106.801,626.689,626.769,Left,US,SB,147.420834299269
3587,101,,101,MEN101.R.L,MEN,1,R,100.635,106.721,,R100.635,R106.721,620.603,626.689,Left,US,SB,12818.1347792006
3588,101,,101,MEN101.R.L,MEN,1,R,99.268,100.14,,R99.268,R100.14,619.469,620.341,Left,US,SB,1757.07605819851
3589,101,,101,MEN101.M.L,MEN,1,M,97.6,97.933,,M97.6,M97.933,618.121,618.454,Left,US,SB,700.618596634937
3590,175,,175,LAK175...L,LAK,1,,7.01,8.13,,7.01,8.13,16.74,17.86,Left,State,WB,2192.96528961484
3591,101,,101,MEN101...L,MEN,1,,92.452,97.6,,92.452,97.6,612.973,618.121,Left,US,SB,10782.5801939946
3592,101,,101,MEN101.T.L,MEN,1,T,90.944,91.355,,T90.944,T91.355,612.562,612.973,Left,US,SB,861.488473051039
3593,101,,101,MEN101.R.L,MEN,1,R,83.881,90.944,,R83.881,R90.944,605.499,612.562,Left,US,SB,14799.4347428578
3594,128,,128,SON128...R,SON,4,,4.87,24.761,,4.87,24.761,57.599,77.49,Right,State,EB,40373.1875061158
3595,101,,101,MEN101...L,MEN,1,,67.717,83.881,,67.717,83.881,589.335,605.499,Left,US,SB,33966.3392948479
3596,101,,101,MEN101.R.L,MEN,1,R,67.086,67.707,,R67.086,R67.707,588.714,589.335,Left,US,SB,1311.22023842385
3597,101,,101,MEN101...L,MEN,1,,66.03,67.086,,66.03,67.086,587.658,588.714,Left,US,SB,2214.99487477134
3598,101,,101,MEN101.T.L,MEN,1,T,65.859,66.03,,T65.859,T66.03,587.487,587.658,Left,US,SB,356.724223502903
3599,132,,132,MPA132...L,MPA,10,,3.379,3.774,,3.379,3.774,62.934,63.329,Left,State,WB,774.079269904824
3600,108,,108,STA108.R.R,STA,10,R,35.142,35.365,,R35.142,R35.365,12.784,13.007,Right,State,EB,447.954619379203
3601,101,,101,MEN101...L,MEN,1,,48.933,65.857,,48.933,65.857,570.563,587.487,Left,US,SB,35344.7332311398
3602,101,,101,MEN101.R.L,MEN,1,R,42.463,48.994,,R42.463,R48.994,564.032,570.563,Left,US,SB,13636.1464274569
3603,166,,166,SB.166.R.L,SB,5,R,34.194,34.987,,R34.194,R34.987,34.194,34.987,Left,State,WB,1547.21191026705
3604,101,,101,DN.101...L,DN,1,,31.082,46.492,,31.082,46.492,791.098,806.508,Left,US,SB,33379.7001314763
3605,101,,101,MEN101.R.L,MEN,1,R,38.216,39.142,,R38.216,R39.142,559.848,560.774,Left,US,SB,1717.98327254103
3606,101,,101,MEN101...L,MEN,1,,36.164,38.216,,36.164,38.216,557.796,559.848,Left,US,SB,4483.37009721089
3607,101,,101,MEN101.R.L,MEN,1,R,31.066,36.164,,R31.066,R36.164,552.698,557.796,Left,US,SB,10620.1546856195
3608,101,,101,MEN101...L,MEN,1,,26.24,31.066,,26.24,31.066,547.872,552.698,Left,US,SB,10047.7979820859
3609,116,,116,SON116.R.L,SON,4,R,22.113,22.713,,R22.113,R22.713,22.048,22.648,Left,State,WB,1277.42078429172
3610,101,,101,MEN101.R.L,MEN,1,R,21.037,26.42,,R21.037,R26.42,542.489,547.872,Left,US,SB,11194.0666667735
3611,101,,101,MEN101...L,MEN,1,,9.706,21.037,,9.706,21.037,531.158,542.489,Left,US,SB,23541.3704701974
3612,101,,101,MEN101.R.L,MEN,1,R,9.456,9.706,,R9.456,R9.706,530.908,531.158,Left,US,SB,511.336142607991
